learner_id,country,degree,institution,major
Learner#c54f94cb-075c-42ce-864a-c989331cd035,India,NULL,NULL,NULL
Learner#c54fad0d-41b1-44c1-b374-044b85fcfe43,India,Undergraduate Student,Shri Ramswaroop Memorial Collage Of Engineering and Management,Data Science
Learner#c54ff066-2741-4a78-b997-d6737b5e2dde,Philippines,NULL,NULL,NULL
Learner#c54ff8fd-53d3-4661-9c12-437ce18f4788,Philippines,NULL,NULL,NULL
Learner#c55085a4-4a38-4e14-bafe-f6562fbee1b0,Pakistan,NULL,NULL,NULL
Learner#c551226e-90b5-4f1b-9280-6158fff4260b,Nigeria,Undergraduate Student,Ahmadu Bello University Zaria,Biological Sciences
Learner#c55130b7-39c5-45d8-9cd0-6d31ffb6567e,Kenya,Not in Education,SOUTH EASTERN KENYA UNIVERSITY,Geology
Learner#c55229cd-de4d-48fd-b606-a9f1d9500387,United States,Graduate Student,saint louis university,Data Analytics
Learner#c55250f5-2201-4055-9f88-d905fc0c6e39,Nigeria,Not in Education,"University of Portharcourt,  Nigeria",Geology
Learner#c55260a7-85cd-47ab-a933-6ef42eae6b2c,Egypt,NULL,NULL,NULL
Learner#c552b73e-da59-4b11-8fb0-ba2c0e0f6849,Nigeria,Graduate Student,Precious Cornerstone University,Computer Science
Learner#c5537f7b-ed4d-406d-a8c0-a77307c52506,Nigeria,Graduate Student,"Federal University of Technology Owerri, Imo state",Biotechnology
Learner#c5546f98-46db-4aae-b6dd-3071eb5d9512,Nigeria,NULL,NULL,NULL
Learner#c554805e-d501-4fc5-b2a7-f41e7c10b2d0,India,High School Student,Woodstock,Computer Engineering
Learner#c555ad75-a47a-4569-8767-279335d878c3,Nigeria,Undergraduate Student,Ekiti State University,Sociology
Learner#c5570767-b0b5-421a-b1c6-22e6224acfc1,Egypt,Undergraduate Student,Alexandria university,Political Science
Learner#c5576215-5044-4bc5-82d9-d4f653ccedca,India,Graduate Student,SRMIST,Data Science
Learner#c55808aa-7f6a-4ae8-9840-97f141cedb8c,India,Undergraduate Student,JAYA ENGINEERING COLLEGEi,Computer Science and Engineering
Learner#c5593d59-9730-437d-b788-3dd632982aa8,Kenya,Undergraduate Student,KCA University,Publicmanagemen
Learner#c55aa412-c75a-43a2-9be7-6f92dd53a824,Nigeria,Undergraduate Student,Lagos State University,Education
Learner#c55b221c-4382-4b39-83d8-65a1b178decb,India,Undergraduate Student,University of Europe,Software Engineering
Learner#c55c68ce-cd5d-42f6-bd51-1adec0eae810,India,Graduate Student,Amity University,Data Science and Artificial Intelligence
Learner#c55c96fb-36e2-465a-b756-ca9aaad78c8e,India,Not in Education,Savitribai phule pune university,Other
Learner#c55ebf7c-ec99-41e0-a943-f3b8a69ec0c0,United States,High School Student,Westwood High School,Chemical Engineering
Learner#c55fb703-060c-406f-a573-18395c2bc7c0,Egypt,Graduate Student,Alexandria university,Data Analytics
Learner#c560d269-14aa-48fd-8e90-7b6f6ea0c708,India,NULL,NULL,NULL
Learner#c56165a5-141b-4564-91a3-7e146e06e7a2,India,Undergraduate Student,Geeta University,Computer Science
Learner#c561b7e0-e5ec-428f-8ec4-8937b9a770c3,South Africa,Other Professional,Soshanguve,Good
Learner#c561d05d-a351-496e-be16-ec0c681c08f1,Pakistan,Undergraduate Student,Mashal Degree college,Pre Medical
Learner#c561e51a-6522-4a52-a86e-a6bab567c9f4,Nigeria,NULL,NULL,NULL
Learner#c561ee47-d44f-477f-9c43-9ef00447f6d5,Nigeria,High School Student,Oasis Kings and Queens College,Project Management
Learner#c5621289-d1a8-4071-862c-16886af0bbb8,Nigeria,Graduate Student,Olabisi Onabanjo University,Performing Arts
Learner#c562f882-4c33-4fe8-bb29-cb745c578b78,Kenya,NULL,NULL,NULL
Learner#c56327f9-03c2-4efc-92c6-a1d5b7107906,Ghana,NULL,NULL,NULL
Learner#c563e1b6-da79-45d9-9e12-25acf8042226,United States,Graduate Student,Saint Louis University,Information Systems
Learner#c56465e5-f9e1-47ec-9d18-7c56f8287f65,Pakistan,NULL,NULL,NULL
Learner#c5647131-c556-4032-ae57-824ede91f8af,United States,Graduate Student,Illinois Institute of Technology,Design Dual Degree
Learner#c564a1f8-173b-4033-88d6-8e4d473fb098,United States,Graduate Student,Saint Louis University,Cyber Security
Learner#c56a396c-a4cb-4039-b92c-4ecdadc39f77,Pakistan,NULL,NULL,NULL
Learner#c565a1eb-2546-4871-a5e1-1a2abfe433a8,Ghana,Undergraduate Student,"University of Mines and Technology, Tarkwa",Environmental Engineering
Learner#c566fff1-a68e-485a-bb88-4778408d3c76,Pakistan,NULL,NULL,NULL
Learner#c5672da9-0a71-4349-9787-5f8cd3a03cb8,Philippines,NULL,NULL,NULL
Learner#c5687160-ed02-489b-8f10-ccfff1e3ed06,Egypt,NULL,NULL,NULL
Learner#c56973cc-f65c-4efd-864d-c44ed9218e3d,Nigeria,Graduate Student,Lagos State University,Microbiology
Learner#c56a6b21-29f8-476e-989b-f73119f7548d,Egypt,Graduate Student,Faculty of dentistry,MBA
Learner#c56ae15e-9d6e-4c0b-8048-3e7e6535efdd,Kenya,NULL,NULL,NULL
Learner#c56c6d2e-22b2-410e-b91b-a9449e4ac297,Nigeria,Graduate Student,Institute of Management And Technology,Communication and Media Studies
Learner#c56c80d7-b9b6-4e2d-92b1-e484f0407f87,Kenya,NULL,NULL,NULL
Learner#c56cd832-3d1d-424a-9f4c-557066904797,NULL,NULL,NULL,NULL
Learner#c56d08c6-2393-4fa3-994a-71844a2b358f,Nigeria,Undergraduate Student,Enugu State College of Education,Biology
Learner#c56d64ba-2972-48d2-9895-f06a29694a2b,Nigeria,NULL,NULL,NULL
Learner#c56da8c4-c53f-4aa8-bd51-a748f704c642,Pakistan,Graduate Student,University of Veterinary and animal sciences lahore,Human Nutrition and Dietetics
Learner#c56e5a0c-9739-4246-aba1-4c707a6bc5b3,Ghana,Undergraduate Student,University of mines and technology,Mineral and Mining Engineering
Learner#c56f097f-15a7-425f-96f6-7b03629c98b2,Bangladesh,Undergraduate Student,International Islamic University Chittagong,Civil and Structural Engineering
Learner#c56f7df4-1b42-4dbb-955f-a9108e6cbf43,Pakistan,Undergraduate Student,Comsats,Software Engineering
Learner#c56f7f43-8bc6-4394-8a0f-adc4f6ad6195,Nigeria,NULL,NULL,NULL
Learner#c5711460-d4bb-4ba6-a3a6-41cb0f2d9cad,India,Graduate Student,Maharshi dayanand saraswati university,Information Technology
Learner#c571539a-9cd1-48db-9711-43f2828c08fc,Pakistan,Undergraduate Student,Skans school of Accountancy,Accounting and Finance
Learner#c57198b5-3ab5-40e8-8e33-faf3d49d1694,India,Graduate Student,Chaitanya Bharathi Institute of Technology,Computer Science
Learner#c571bad2-6ddd-4306-893b-dcae7f8e6a32,India,NULL,NULL,NULL
Learner#c57210ec-60b4-4179-b016-fd70d4b54431,Ghana,NULL,NULL,NULL
Learner#c572b9c7-74c6-4956-a6dd-4fa610788b5e,India,NULL,NULL,NULL
Learner#c5730552-d116-4c45-abee-be45d0f1e25c,Kenya,Other Professional,Qhala,Data Science
Learner#c5733ae2-38ac-4688-94a9-c517d632589a,United States,High School Student,Veterans High School,Computer Science
Learner#c5734e3b-3ab9-403a-8d29-13f3608956c4,India,Graduate Student,BMCC,Finance
Learner#c573f13b-98dd-40aa-9c42-72fcea61ade1,Canada,NULL,NULL,NULL
Learner#c574b2fc-cef8-4e15-aca4-71773d5ef573,Nigeria,NULL,NULL,NULL
Learner#c574fb6b-a080-4692-b568-dee7073d95ff,India,NULL,NULL,NULL
Learner#c5751d69-d1e3-453a-bcf6-bc417b5372f6,India,NULL,NULL,NULL
Learner#c575771b-508e-4dfc-ac7c-4520f18e782f,United States,NULL,NULL,NULL
Learner#c575be27-6f71-4578-8943-689672622d70,Ghana,Graduate Student,University of Ghana,Translation
Learner#c5774761-e217-4d19-bc93-416dce0b7480,Bangladesh,Other Professional,Daffodil international university,Computer Science
Learner#c5777233-0185-4707-b027-e664e5828bc6,Nigeria,Not in Education,ECOLE SUPERIEURE D%27ENSEIGNEMENT PROFESSIONNEL LE BERGER,Project Management
Learner#c577762b-1d96-457a-b585-f7b3d004a5f3,Nigeria,NULL,NULL,NULL
Learner#c577f333-fa55-4d13-bee8-cdf944ae2ba9,Rwanda,High School Student,College saint francoix Xavier Apebu nyamata,Leadership and Organizational development
Learner#c5780517-9a6f-4d6f-9e70-c635938b0d7a,Nigeria,NULL,NULL,NULL
Learner#c5785687-0178-4332-a814-7f94fdd14059,Pakistan,Undergraduate Student,Comsats University Islamabad,Bachelor of Computer Science
Learner#c57a1dde-29dc-4094-a25b-cd9fec6bc84d,United States,Undergraduate Student,St. Louis University,Medical Science
Learner#c57b07cb-3e0f-46ee-a5ca-28ac79163b75,South Africa,Graduate Student,North West University Mafikeng Campus,Agriculture
Learner#c57b3900-6d2e-47ca-8325-ffe28fb5dee6,Egypt,NULL,NULL,NULL
Learner#c57b6e33-663d-46a0-8d2d-a8eac586ad75,Philippines,Undergraduate Student,La Concepcion College,English
Learner#c57bc5b9-e541-4e49-baa4-4264cb05ed89,Nigeria,NULL,NULL,NULL
Learner#c57bd7fa-6ca3-41c8-8c99-9d4cfd8cadbc,United States,Undergraduate Student,Illinois Institute of Technology,Information Technology and Management
Learner#c57c592c-76da-42e0-b228-c31f90cbfbd0,India,NULL,NULL,NULL
Learner#c585ecf3-9ebd-44d0-aad6-cf4f57f247b5,Philippines,NULL,NULL,NULL
Learner#c57c7a85-38cb-4e22-88e5-40c9fb9adb4b,India,Undergraduate Student,Bms college,Electronic and Communication
Learner#c57cdb4a-78fe-4827-a8ed-1cfc70da7019,Pakistan,NULL,NULL,NULL
Learner#c57d0e21-4152-4817-be20-c1836f4ce277,Philippines,Graduate Student,Polytechnic University of fhe Philippines,English
Learner#c57d27e9-050f-43c5-9130-1dec3d724c42,Bangladesh,Undergraduate Student,Jatiya Kabi Kazi Nazrul Islam university,Human Resources
Learner#c57e47e3-5de2-4eb4-9127-0e1d384428ed,India,Graduate Student,Illinois Institute of Technology,Engineering Management
Learner#c57e8797-ad8c-411d-b542-719e28fbe2cb,India,Undergraduate Student,LOVELY PROFESSIONAL UNIVERSITY,Artificial Intelligence and Machine learning
Learner#c5805357-4f27-424c-8a10-62de77d71adc,Gambia,Undergraduate Student,University of The Gambia,Accountancy
Learner#c580c375-c537-485c-83a8-605e19acf6c8,India,NULL,NULL,NULL
Learner#c580e211-7a89-4fbf-941f-524fb635682e,India,Graduate Student,Dispur College,Human Resources
Learner#c581ee50-aa97-46d6-a3b2-927799b4a18b,India,Graduate Student,"International Institute of Information Technology, Pune",Computer Engineering
Learner#c583136a-0764-440a-b36b-38b9dd4452b6,Kenya,Undergraduate Student,Masinde muliro university of science and technology,Physics
Learner#c5833d71-00ac-4249-a2f6-1a501829ac7c,Nigeria,NULL,NULL,NULL
Learner#c5834270-a43e-4168-898e-72d42c6ecfc5,Kenya,Undergraduate Student,St. Paul%27s university,Marketing
Learner#c58347df-a94f-49e7-bf74-4f42b767d0b8,Kenya,NULL,NULL,NULL
Learner#c5838df6-3972-47b4-a09e-eac4b1efbd6a,Nigeria,Other Professional,State High school,Non
Learner#c583bd24-c68c-44eb-914a-271ffb5dccdc,Philippines,Graduate Student,Rizal Technological University,Business and Management Studies
Learner#c5841877-4325-4d02-9d7a-8764bfab6181,India,Not in Education,Bishop Heber College,Computer Applications
Learner#c584478d-7860-4c8f-ada3-38b50297a9bb,Nigeria,NULL,NULL,NULL
Learner#c584927d-efb4-445b-952f-d4e97fbc0e56,India,Undergraduate Student,Vellore Institute of Technology Bhopal,Computer Science and Engineering
Learner#c5852fd0-410c-4326-ad70-a734dd6fb1c1,India,Undergraduate Student,SRM UNIVERSITY,Electronics and Communication
Learner#c5862a98-3ace-4f1d-a3ed-e9b8899517f4,Pakistan,Undergraduate Student,International Islamic University Islamabad,Economics and Finance
Learner#c5869a9d-fac0-40da-8ef1-6411655b87c7,Ghana,High School Student,I’m done with Senior High,Bachelor of Elementary Education
Learner#c586de7c-3d3c-4ca8-ba47-16d487690703,United States,High School Student,Tuscarora High School,Biological Sciences
Learner#c58804e3-55e1-4602-96a0-440e5caa406f,Kenya,NULL,NULL,NULL
Learner#c5885d8e-8906-4905-a7ac-9e1579d647fa,India,Undergraduate Student,"Rajiv Gandhi Universities OF Knowledge And Technologies ,RK Valley",Computer Science and Engineering
Learner#c58867a5-2d0b-47d4-83d2-1c922b3d6f30,India,Not in Education,IIT ISM DHANBAD,Mechanical Engineering
Learner#c589a3eb-2a01-46e6-9de4-eb0d6a1a3e03,Pakistan,Graduate Student,Iqra university,Marketing Analytics
Learner#c58a9da9-8fe5-4513-86a0-bcc94c422dd7,Philippines,Other Professional,"HiTutor.com, Inc",Bachelor of Secondary Education
Learner#c58b3e25-383d-4a87-8c49-79b5d7ae2bfb,United States,Undergraduate Student,Rutgers University,Information technology
Learner#c58b51ff-3e02-466b-ae1c-7503ac5a3890,Pakistan,Graduate Student,Bolan Medical College,MBBS
Learner#c58be76e-f5c6-4517-a444-ecb7cb83deaa,Nigeria,NULL,NULL,NULL
Learner#c58f2b37-d2e4-4295-ac45-d001e6a9e322,India,NULL,NULL,NULL
Learner#c58f3d58-ee0a-4362-98a2-31c234535443,Pakistan,Undergraduate Student,Usman Public School,Graphic Design
Learner#c590b87c-6445-48cb-84fc-5c04f08454eb,India,NULL,NULL,NULL
Learner#c5910f26-884e-40c4-84f2-a9ec05c68e43,Ghana,Graduate Student,University of Cape Coast,Economics
Learner#c5926bb7-f58b-4d01-8edb-49b8e9d09a45,Pakistan,Undergraduate Student,UIT university,Bachelor of Science in Computer Science
Learner#c5932313-beb7-4191-b304-8bf738ece279,Nigeria,Undergraduate Student,Ensign College,Digital Marketing
Learner#c593c23d-f6c1-4a05-8206-e1e896b84290,Pakistan,NULL,NULL,NULL
Learner#c5945799-61c8-4c7f-8927-6362ce848bec,Nigeria,NULL,NULL,NULL
Learner#c594580f-698d-467b-973d-04dfeab4daa2,United States,NULL,NULL,NULL
Learner#c5945c21-8384-4ca5-854b-7b0bc303ebd7,Cameroon,Graduate Student,Pandit Deendayal Energy University,Energy
Learner#c5951bc5-510c-40d3-baa8-004a10aea20c,Pakistan,Undergraduate Student,Alama Iqbal Open University Islamabad,Job
Learner#c5958907-71f9-499c-af5e-869534a8e3e7,Egypt,NULL,NULL,NULL
Learner#c5968bd3-076d-4336-a823-14b10a1b8126,Nigeria,Undergraduate Student,National open University,Computer Science
Learner#c59ae78e-5fdf-41bf-b034-613621e81339,United States,Graduate Student,Saint Louis University,Information Systems
Learner#c5979cac-be2c-46e8-abf3-02204629e46d,Nigeria,Undergraduate Student,Obafemi Awolowo University,Agricultural Engineering
Learner#c5979d98-d0f6-4b04-9877-1d9b1f5fbff8,Nigeria,Not in Education,university of ilorin,Other
Learner#c597a277-3981-452b-971f-12cc40020dbc,Nigeria,NULL,NULL,NULL
Learner#c5986ea1-ca3b-40f3-bbdc-e19af6338874,India,NULL,NULL,NULL
Learner#c59aef27-07c2-4afc-ba50-28057e36a7f9,India,Undergraduate Student,The hkbk College of engineering,Electronics and Communication
Learner#c599435b-8873-424e-ba97-b0ecad6ea97a,India,High School Student,Manthan International School,Entrepreneurship
Learner#c599b8ce-6b65-4e82-b96d-6368948e43b5,Nigeria,NULL,NULL,NULL
Learner#c599d612-30a9-445a-ba19-d6e84a913d7a,NULL,NULL,NULL,NULL
Learner#c599ddcc-d067-4415-baa2-5ec99f712b22,Nigeria,NULL,NULL,NULL
Learner#c59a69cd-10a1-477a-8194-b866f84b3199,India,Graduate Student,Heritage institute of technology,Nothin
Learner#c5a378da-2acd-4c3f-b192-ed41ab02902a,Pakistan,NULL,NULL,NULL
Learner#c59b69dc-0b3a-49a1-9553-b755491562e1,United States,High School Student,Olentangy Orange High School,Medicine
Learner#c59b86ac-313f-4afa-b0db-3675eab9b3a3,Nigeria,Not in Education,"Bayero University, Kano",International Relations
Learner#c59baee2-1896-4ac8-9e65-022d508ce8b5,Ghana,NULL,NULL,NULL
Learner#c59bbab7-66f3-4424-baee-80590d9da7d1,Nigeria,NULL,NULL,NULL
Learner#c59bc9be-c180-4f7d-92be-2409192bbb79,India,Undergraduate Student,Manipal University Jaipur,BCA
Learner#c59c6b68-5fb2-4b57-9f20-009705347df6,Nigeria,NULL,NULL,NULL
Learner#c59ca1c9-f932-44d9-8fc1-bebe7a55ba10,Nigeria,Graduate Student,Federal college of dentistry,Customer Service
Learner#c59ca661-7176-449a-9a4f-4097150b6b35,Pakistan,Graduate Student,University of the west of Scotland,Public Administration
Learner#c59d21b1-a5b9-48b0-82ef-15af0d066b6c,India,Undergraduate Student,GITAM,Bachelor of Science in Computer Science
Learner#c59db235-c2e3-4c5e-a678-97dcb4e73f3b,Egypt,NULL,NULL,NULL
Learner#c59ed223-0495-4b6b-a028-4416ba3a8987,India,Other Professional,SVIMST,Mechanical Engineering
Learner#c5a00378-28c1-4d8d-8d02-0c4d4f55f4d8,India,NULL,NULL,NULL
Learner#c5a03f6e-0211-414d-8b0a-07a8cca89c31,United States,High School Student,Reedy High School,Accounting and Finance
Learner#c5a07a28-7fd4-49ba-9af9-9f98a0f2b31f,Uganda,NULL,NULL,NULL
Learner#c5a0e0b8-3293-4092-80da-a65fe3697d43,Bangladesh,Graduate Student,Mymensingh Collage,CSE
Learner#c5a0eefd-7ac6-4087-975f-b2c222d4db63,South Africa,NULL,NULL,NULL
Learner#c5a17dc8-1250-43fb-aabe-8693fada8f3b,India,Graduate Student,ADGITM,Computer Science and Engineering
Learner#c5a32b20-9dc8-4c9b-9c5c-5a3e8419a926,Malaysia,Not in Education,Project Management Institute,Project Management
Learner#c5a34455-d671-4265-8127-39c8e742c8e3,Philippines,Graduate Student,NORSU,Computer
Learner#c5a3e2a1-20c6-4b05-b677-08b791a1eea6,India,Undergraduate Student,"Indian Institute of Technology, BHU",Metallurgy and Materials Engineering
Learner#c5a41f40-4407-4fd5-8186-27c6450c9cd4,Pakistan,Undergraduate Student,Bahaudin  Zakariya University,Computer Engineering
Learner#c5a49674-88bb-4197-ae44-981880ad9917,Nigeria,Graduate Student,Illinois institute of technology,Biological Sciences
Learner#c5a66903-87c0-4ee4-bf0c-6b636ac0a07f,Kenya,Graduate Student,Mount Kenya University,Law and Legal Studies
Learner#c5a9c387-ed38-4186-817d-aa6baa5e0a4b,Kenya,NULL,NULL,NULL
Learner#c5a6e900-dbaa-41bf-9b64-8fef3c10e955,Nigeria,Graduate Student,Covenant University Ogun Nigeria,Data Analysis
Learner#c5a70ed8-7356-4875-b386-e65b68d9b837,Pakistan,Graduate Student,VUP,Bachelor of Science in Information Technology
Learner#c5a737f4-65a0-45a3-91b9-1cd208e8adc3,Ghana,NULL,NULL,NULL
Learner#c5a81102-0ab4-4c3c-909d-234e049aa0f4,Pakistan,NULL,NULL,NULL
Learner#c5a9066e-b3d8-4b68-9cf8-0cb357b0916e,Ethiopia,Graduate Student,Addis Ababa University,Computer Science
Learner#c5a9e650-13f4-4fda-9136-3dd5a67aab7e,India,Undergraduate Student,Vivekananda College Of Engineering And Technology,Computer Science and Engineering
Learner#c5ab4c2d-04d1-4ce7-9e88-5d2895a64310,India,High School Student,Diploma,Diploma
Learner#c5ace43a-e8bf-478e-81b9-15b9cf4945eb,India,NULL,NULL,NULL
Learner#c5adcc0e-0c9e-4597-8f18-ce7b72849a08,Pakistan,Graduate Student,"NUML, Islamabad",Public Administration
Learner#c5add0aa-dbeb-44e3-93a4-3571f29871f8,India,Graduate Student,Kazi nazrul university,Political Science
Learner#c5ae86a8-1551-46ef-b5c4-d09f4dcf8a3b,Bangladesh,Other Professional,Bhumijo,Admin
Learner#c5aea8e5-1814-486b-8d9f-82e0b3c9cb91,India,NULL,NULL,NULL
Learner#c5af6c08-6dc2-4005-821f-c5b7f4263b65,India,NULL,NULL,NULL
Learner#c5afb0bc-ac19-408f-8b9a-e364d5fea8d7,India,NULL,NULL,NULL
Learner#c5afcb93-4828-4b77-8e88-2a9a3b04ea7c,Pakistan,Graduate Student,The Islamia University of Bahawalpur,Bachelor of Information Security
Learner#c5b9c540-e6fa-44f0-9e11-9ab7cbad371a,United States,NULL,NULL,NULL
Learner#c5b03a51-121a-477d-a6c2-e291972e63a8,Philippines,Other Professional,Imus Computer College,Bookkeeping
Learner#c5b11b4e-ad03-4eae-b9cf-16e327f22838,United States,Graduate Student,Saint Louis University,Information Systems
Learner#c5b1fac6-4786-4403-aa3f-6478eae8ea87,Nigeria,Undergraduate Student,Federal University Lokoja,Economics
Learner#c5b2888f-f882-4db2-af82-7e0eebbb92d6,Nigeria,NULL,NULL,NULL
Learner#c5ba02c5-6ab9-4ed7-9f76-c37b41cba47e,Pakistan,NULL,NULL,NULL
Learner#c5b455f9-6c13-4da2-866a-cd78f14c96fe,India,NULL,NULL,NULL
Learner#c5b4ec81-f37a-4f47-9d37-4a33a506abe2,Switzerland,Not in Education,"University of Cape Coast, Ghana",Computer Science
Learner#c5b510cc-7030-47d4-b379-656cbab1557d,United States,NULL,NULL,NULL
Learner#c5b523b3-cde5-4526-8486-fb2cd5d3d141,Pakistan,NULL,NULL,NULL
Learner#c5b60062-ef8e-4841-ac9e-b63d8633a1f4,Nigeria,NULL,NULL,NULL
Learner#c5b62037-bbe6-4574-97dd-0bec15a39c9e,United States,NULL,NULL,NULL
Learner#c5b66773-4d8f-4425-8856-14609229336c,Bangladesh,Undergraduate Student,Rajshahi University,Finance
Learner#c5b6cad0-14b4-47a5-996d-bb1c737f669b,Philippines,Undergraduate Student,Everbright International academy,Health Education
Learner#c5b6d185-a28c-448e-b24c-d98605908077,Nigeria,Not in Education,Near east university,Pharmacy and Pharmacology
Learner#c5b6f9d2-01ff-42e7-887d-9b4017030940,Pakistan,Graduate Student,University of peshawae,Geography
Learner#c5b9e2f9-6ac1-471d-a5ea-16e15c6b0d04,India,Undergraduate Student,Psg college of arts and sciences,Business Administration
Learner#c5b719c7-75e0-42b3-a06a-a2b5dd2b9def,Nigeria,Undergraduate Student,Idea Baze university,Data Science
Learner#c5b71be2-a639-46e7-94b4-1217934d2c81,Pakistan,NULL,NULL,NULL
Learner#c5b7a564-618c-4be9-8b78-d200b8dc3fb8,Ghana,Undergraduate Student,Kwame Nkrumah University of Science and Technology,Business Administration
Learner#c5b809b4-754f-44e2-b7a0-261f99642f20,Nigeria,Graduate Student,Michael Okpara University of Agriculture,Computer Engineering
Learner#c5b99b9c-a73b-4614-9cd8-a9e64eeb07ba,Kenya,Undergraduate Student,UNIVERSITY OF ELDORET,Horticulture
Learner#c5ba140f-8251-426f-ae73-56adc0409047,Philippines,Not in Education,National College of Science and Technology,Certificate in Manufacturing Technology
Learner#c5ba5840-158d-48b8-9896-0843109fe717,South Africa,Undergraduate Student,University of Johannesburg,Business Analytics
Learner#c5ba6f60-fbca-4c3e-a80b-cbe24f2c239b,Pakistan,NULL,NULL,NULL
Learner#c5bace5d-f4a7-415d-b25e-6bf53a8c92d1,Nigeria,Undergraduate Student,Abia State University,Medicine
Learner#c5bb3fdb-9731-438c-badb-4d3f78d83c94,Ghana,High School Student,OPOKU WARE SCHOOL,Bachelor of Science in Computer Science
Learner#c5bd7f9d-91cd-4d1a-89ea-bb644be3a065,India,Graduate Student,saint louis university,Computer Information Systems
Learner#c5bdf8e2-486b-4ddc-8f86-70b7c1dcd071,Pakistan,NULL,NULL,NULL
Learner#c5be2be4-bd0f-4092-9f74-b2463af79e3c,Nigeria,NULL,NULL,NULL
Learner#c5be3923-a308-4eb5-8f27-41da1ef7d910,Philippines,NULL,NULL,NULL
Learner#c5bf0ca5-cebf-449b-9c68-accb6d4da783,India,NULL,NULL,NULL
Learner#c5bf4125-cad2-4004-86b9-eeec4ce4d54c,India,NULL,NULL,NULL
Learner#c5bf47aa-be61-4597-8011-231b81c181c7,United States,NULL,NULL,NULL
Learner#c5bfda68-e35a-4627-9f73-b4b4f7e101b8,Nigeria,NULL,NULL,NULL
Learner#c5c0498b-8f16-413e-b134-4efb851b974f,United Arab Emirates,NULL,NULL,NULL
Learner#c5c0c48b-af0d-466f-81c0-bf5a20c7ab4f,Kenya,Other Professional,Aviation,Student
Learner#c5c12d88-22f3-499c-b616-08f87d5e7395,Egypt,NULL,NULL,NULL
Learner#c5c17a53-73f3-4bf2-a0cb-f4cfc13db78f,Nigeria,NULL,NULL,NULL
Learner#c5c18f18-a00c-490e-829e-b88287c1a9a7,Pakistan,NULL,NULL,NULL
Learner#c5c1b4bf-70ab-4d90-afed-f2c0abab6408,South Africa,Undergraduate Student,University of Mpumalanga,Conservation
Learner#c5c393e0-9095-4bde-846e-cd1cc9d77fb0,Ghana,NULL,NULL,NULL
Learner#c5c4bab5-9a4a-40c5-825a-2e3f7cad7069,India,NULL,NULL,NULL
Learner#c5c8a921-3df2-48a0-951a-941b1968f59b,India,NULL,NULL,NULL
Learner#c5c564aa-5ada-4717-84d9-492c91cb8013,Nigeria,Graduate Student,Taraba State University,Mathematics
Learner#c5c60114-81af-4d83-a276-488b4706eb55,Nigeria,Not in Education,"Federal university of Agriculture, Abeokuta Ogun State",Chemistry
Learner#c5c63902-d3b9-49a2-9bd6-20fef0fb6c6d,United States,Graduate Student,University of North Texas,Data Science
Learner#c5c649b0-e21b-4024-a65b-1eddea4886ee,Nigeria,Undergraduate Student,National open university,Computer Science
Learner#c5c6bc6f-0b7e-4ba4-bed9-7f001af8b5d1,India,Not in Education,Rabindra Bharati University,Teacher
Learner#c5c75a91-64c4-4383-a98c-d39290bd315c,Ghana,Other Professional,Media Pharmacy,ICT
Learner#c5c75bf3-05ec-4de2-b63f-29cac3786a9f,Nigeria,Graduate Student,"Baze University, Abuja, Nigeria",Business Intelligence and Dashboard Creation
Learner#c5c78bf3-5cd7-46da-8ae4-f15722fdf8fc,Nigeria,NULL,NULL,NULL
Learner#c5c7b612-737b-4b71-86ae-de1d7a4256b7,United States,NULL,NULL,NULL
Learner#c5c8d051-25e2-4701-95f0-91c189eed683,Egypt,Undergraduate Student,MSA university,Finance and Banking
Learner#c5c8e36f-33eb-4afd-bee8-2d6d020a5d01,Nigeria,Undergraduate Student,University of Uyo,Virtual Assistant
Learner#c5c8f3bc-eba6-45ab-bc83-4579a2f6220c,India,Undergraduate Student,Dharmsinh Desai University - Nadiad,Chemical Engineering
Learner#c5c92f05-8cd8-4605-9e70-7330f50c614b,India,Undergraduate Student,NITTE INSTITUTION OF PROFESSIONAL EDUCATION,Student
Learner#c5caee73-1134-446f-83e3-f92e63555096,Egypt,Undergraduate Student,Mansoura University,Electronics and Communication
Learner#c5cbb247-0a0a-4da6-85f0-4e77c090b98c,Nigeria,Graduate Student,AAUA akungba akoko,Education
Learner#c5cbc03b-0616-4c31-868e-ea111cf9201e,Kenya,NULL,NULL,NULL
Learner#c5cd968c-9e77-4845-ac86-58a5fb0565d1,Philippines,NULL,NULL,NULL
Learner#c5d210a3-d15f-4d0b-9063-1a0527eec7ca,Philippines,NULL,NULL,NULL
Learner#c5cdba6a-eacb-4571-8125-02a567d015d4,India,Undergraduate Student,Gurukula kangri,Electronics and Communication
Learner#c5ce3a16-e74a-4296-bca0-1587edc8aca2,Nigeria,Undergraduate Student,Federal University of Technology Minna,Educational Technology
Learner#c5ce6594-fba8-43c6-9609-7f649024f6b1,Pakistan,Graduate Student,Comsats university,Electrical Engineering
Learner#c5d08ac5-d22c-4ffd-8545-6dc7f61ce806,India,NULL,NULL,NULL
Learner#c5d180f5-c5bf-4bf8-93d6-887588d32caf,Nigeria,NULL,NULL,NULL
Learner#c5d254d6-d0f3-4104-85c0-a5412b454334,Pakistan,Graduate Student,Institute of Chartered Management Accountants Pakistan,Accounting and Finance
Learner#c5d25616-67f0-4b54-888e-9190b7b7e3b2,Kenya,Other Professional,jubilee cxollege,Driver
